doc_index,register,n_tokens,n_sents,pos_counts_json,n_unique_lemmas,top_deprel_json
43,informal,299,16,"{""ADJ"": 23, ""ADP"": 28, ""ADV"": 25, ""AUX"": 17, ""CCONJ"": 10, ""DET"": 16, ""NOUN"": 44, ""NUM"": 2, ""PART"": 12, ""PRON"": 40, ""PROPN"": 4, ""PUNCT"": 26, ""SCONJ"": 7, ""SPACE"": 1, ""VERB"": 44}",124,"{""nsubj"": 27, ""punct"": 26, ""obj"": 23, ""advmod"": 23, ""case"": 23, ""obl"": 20, ""mark"": 18, ""det"": 16, ""ROOT"": 16, ""amod"": 14, ""aux"": 13, ""advcl"": 11}"
44,informal,547,30,"{""ADJ"": 44, ""ADP"": 49, ""ADV"": 49, ""AUX"": 33, ""CCONJ"": 17, ""DET"": 27, ""NOUN"": 81, ""NUM"": 4, ""PART"": 17, ""PRON"": 76, ""PROPN"": 5, ""PUNCT"": 50, ""SCONJ"": 20, ""SPACE"": 1, ""VERB"": 74}",199,"{""nsubj"": 53, ""punct"": 50, ""advmod"": 47, ""case"": 42, ""obj"": 37, ""mark"": 36, ""obl"": 32, ""amod"": 32, ""ROOT"": 30, ""det"": 27, ""aux"": 24, ""advcl"": 20}"
45,informal,244,14,"{""ADJ"": 19, ""ADP"": 22, ""ADV"": 16, ""AUX"": 13, ""CCONJ"": 9, ""DET"": 15, ""NOUN"": 36, ""NUM"": 1, ""PART"": 9, ""PRON"": 32, ""PROPN"": 2, ""PUNCT"": 24, ""SCONJ"": 6, ""SPACE"": 1, ""VERB"": 39}",107,"{""punct"": 24, ""nsubj"": 24, ""case"": 20, ""obj"": 19, ""obl"": 16, ""advmod"": 15, ""mark"": 15, ""det"": 14, ""ROOT"": 14, ""amod"": 12, ""aux"": 11, ""advcl"": 10}"
46,informal,95,9,"{""ADJ"": 8, ""ADP"": 8, ""ADV"": 7, ""AUX"": 5, ""DET"": 3, ""NOUN"": 19, ""NUM"": 2, ""PART"": 4, ""PRON"": 12, ""PUNCT"": 7, ""SCONJ"": 3, ""SPACE"": 1, ""SYM"": 2, ""VERB"": 14}",63,"{""nsubj"": 12, ""ROOT"": 9, ""advmod"": 8, ""punct"": 8, ""case"": 7, ""mark"": 6, ""amod"": 5, ""obj"": 5, ""det"": 4, ""xcomp"": 4, ""obl"": 4, ""acl:relcl"": 3}"
47,informal,60,5,"{""ADJ"": 4, ""ADP"": 8, ""ADV"": 2, ""AUX"": 2, ""CCONJ"": 1, ""DET"": 2, ""NOUN"": 20, ""NUM"": 1, ""PART"": 1, ""PRON"": 4, ""PUNCT"": 6, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 7}",38,"{""case"": 8, ""nsubj"": 7, ""punct"": 6, ""nmod"": 6, ""ROOT"": 5, ""obj"": 4, ""amod"": 4, ""det"": 3, ""conj"": 2, ""advmod"": 2, ""nmod:poss"": 2, ""cop"": 2}"
48,informal,88,5,"{""ADJ"": 8, ""ADP"": 10, ""ADV"": 6, ""AUX"": 8, ""CCONJ"": 2, ""DET"": 5, ""NOUN"": 13, ""NUM"": 1, ""PART"": 2, ""PRON"": 12, ""PROPN"": 3, ""PUNCT"": 5, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 11}",56,"{""case"": 9, ""nsubj"": 8, ""amod"": 6, ""advmod"": 5, ""ROOT"": 5, ""mark"": 5, ""punct"": 5, ""det"": 5, ""aux"": 4, ""cop"": 4, ""obl"": 4, ""obj"": 4}"
49,informal,86,5,"{""ADJ"": 3, ""ADP"": 10, ""ADV"": 5, ""AUX"": 7, ""CCONJ"": 3, ""DET"": 2, ""NOUN"": 20, ""PART"": 2, ""PRON"": 6, ""PUNCT"": 10, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 12}",56,"{""nsubj"": 10, ""punct"": 10, ""case"": 9, ""advmod"": 7, ""mark"": 7, ""obl"": 7, ""aux"": 5, ""ROOT"": 5, ""advcl"": 5, ""cc"": 3, ""conj"": 3, ""det"": 2}"
50,informal,34,2,"{""ADJ"": 5, ""ADP"": 1, ""ADV"": 4, ""AUX"": 3, ""CCONJ"": 1, ""DET"": 3, ""NOUN"": 8, ""PUNCT"": 5, ""SPACE"": 1, ""VERB"": 3}",24,"{""punct"": 5, ""advmod"": 4, ""amod"": 4, ""det"": 3, ""aux"": 2, ""nsubj"": 2, ""ROOT"": 2, ""mark"": 2, ""advcl"": 2, ""nsubj:pass"": 1, ""dep"": 1, ""conj"": 1}"
51,informal,53,4,"{""ADJ"": 6, ""ADP"": 3, ""ADV"": 5, ""AUX"": 3, ""DET"": 4, ""NOUN"": 9, ""PART"": 3, ""PRON"": 4, ""PUNCT"": 6, ""SCONJ"": 1, ""SPACE"": 1, ""SYM"": 1, ""VERB"": 7}",38,"{""advmod"": 9, ""punct"": 7, ""nsubj"": 4, ""ROOT"": 4, ""det"": 4, ""amod"": 3, ""case"": 3, ""aux"": 2, ""mark"": 2, ""advcl"": 2, ""conj"": 2, ""obj"": 2}"
52,informal,23,3,"{""ADJ"": 3, ""ADP"": 1, ""ADV"": 2, ""AUX"": 3, ""DET"": 1, ""NOUN"": 4, ""PRON"": 1, ""PROPN"": 1, ""PUNCT"": 3, ""SPACE"": 1, ""VERB"": 3}",19,"{""nsubj"": 3, ""ROOT"": 3, ""punct"": 3, ""aux"": 2, ""advmod"": 2, ""amod"": 2, ""mark"": 1, ""nsubj:pass"": 1, ""advcl"": 1, ""dep"": 1, ""det"": 1, ""obj"": 1}"
53,informal,229,15,"{""ADJ"": 18, ""ADP"": 20, ""ADV"": 14, ""AUX"": 15, ""CCONJ"": 11, ""DET"": 15, ""NOUN"": 34, ""NUM"": 3, ""PART"": 10, ""PRON"": 27, ""PROPN"": 6, ""PUNCT"": 22, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 28}",111,"{""nsubj"": 22, ""punct"": 21, ""mark"": 16, ""ROOT"": 15, ""case"": 15, ""det"": 14, ""advmod"": 13, ""cc"": 11, ""cop"": 10, ""nmod"": 9, ""obl"": 9, ""amod"": 8}"
54,informal,49,6,"{""ADJ"": 3, ""ADP"": 5, ""ADV"": 3, ""AUX"": 2, ""DET"": 2, ""NOUN"": 16, ""PRON"": 4, ""PROPN"": 3, ""PUNCT"": 6, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 3}",28,"{""case"": 7, ""ROOT"": 6, ""nsubj"": 5, ""punct"": 5, ""nmod"": 3, ""nmod:poss"": 3, ""advmod"": 3, ""acl:relcl"": 3, ""obl"": 3, ""amod"": 2, ""obj"": 2, ""det"": 2}"
55,informal,52,6,"{""ADJ"": 3, ""ADP"": 5, ""ADV"": 3, ""AUX"": 1, ""DET"": 2, ""NOUN"": 17, ""PRON"": 6, ""PROPN"": 3, ""PUNCT"": 6, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 4}",28,"{""case"": 7, ""ROOT"": 6, ""nsubj"": 5, ""nmod:poss"": 5, ""punct"": 5, ""amod"": 3, ""nmod"": 3, ""obj"": 3, ""advmod"": 3, ""acl:relcl"": 3, ""obl"": 3, ""det"": 2}"
56,informal,48,6,"{""ADJ"": 2, ""ADP"": 4, ""ADV"": 3, ""AUX"": 1, ""DET"": 2, ""NOUN"": 16, ""PRON"": 4, ""PROPN"": 3, ""PUNCT"": 6, ""SCONJ"": 2, ""SPACE"": 1, ""VERB"": 4}",32,"{""ROOT"": 6, ""case"": 6, ""punct"": 5, ""nsubj"": 4, ""nmod"": 3, ""nmod:poss"": 3, ""advmod"": 3, ""amod"": 2, ""obj"": 2, ""det"": 2, ""acl:relcl"": 2, ""obl"": 2}"
57,informal,60,8,"{""ADJ"": 4, ""ADP"": 5, ""ADV"": 3, ""AUX"": 2, ""DET"": 5, ""NOUN"": 17, ""PART"": 2, ""PRON"": 5, ""PROPN"": 3, ""PUNCT"": 6, ""SCONJ"": 2, ""SPACE"": 1, ""VERB"": 5}",39,"{""ROOT"": 8, ""case"": 7, ""det"": 5, ""obj"": 4, ""nsubj"": 4, ""punct"": 4, ""amod"": 3, ""nmod"": 3, ""nmod:poss"": 3, ""advmod"": 3, ""obl"": 3, ""mark"": 3}"
58,informal,67,6,"{""ADJ"": 2, ""ADP"": 8, ""ADV"": 5, ""AUX"": 2, ""CCONJ"": 1, ""DET"": 3, ""NOUN"": 14, ""PART"": 1, ""PRON"": 7, ""PROPN"": 3, ""PUNCT"": 12, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 7}",43,"{""punct"": 12, ""nsubj"": 7, ""case"": 7, ""ROOT"": 6, ""mark"": 4, ""det"": 3, ""advmod"": 3, ""obj"": 3, ""nmod:poss"": 3, ""obl"": 3, ""acl:relcl"": 2, ""ccomp"": 2}"
59,informal,52,4,"{""ADJ"": 3, ""ADP"": 3, ""ADV"": 4, ""AUX"": 2, ""CCONJ"": 1, ""DET"": 4, ""NOUN"": 13, ""PART"": 1, ""PRON"": 6, ""PROPN"": 3, ""PUNCT"": 7, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 3}",35,"{""punct"": 7, ""nsubj"": 5, ""det"": 4, ""ROOT"": 4, ""case"": 4, ""nmod:poss"": 4, ""advmod"": 3, ""acl:relcl"": 2, ""obj"": 2, ""obl"": 2, ""cop"": 2, ""ccomp"": 2}"
60,informal,52,5,"{""ADJ"": 4, ""ADP"": 4, ""ADV"": 3, ""AUX"": 1, ""CCONJ"": 1, ""DET"": 3, ""NOUN"": 14, ""PRON"": 6, ""PROPN"": 3, ""PUNCT"": 6, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 5}",36,"{""punct"": 6, ""ROOT"": 5, ""case"": 5, ""nmod:poss"": 5, ""det"": 3, ""advmod"": 3, ""nsubj"": 3, ""acl:relcl"": 3, ""obj"": 3, ""amod"": 3, ""nmod"": 3, ""obl"": 2}"
61,informal,45,5,"{""ADJ"": 2, ""ADP"": 3, ""ADV"": 3, ""AUX"": 1, ""CCONJ"": 2, ""DET"": 2, ""NOUN"": 12, ""PRON"": 5, ""PROPN"": 3, ""PUNCT"": 6, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 4}",31,"{""punct"": 6, ""ROOT"": 5, ""nsubj"": 4, ""case"": 4, ""advmod"": 3, ""acl:relcl"": 3, ""obj"": 3, ""nmod:poss"": 3, ""det"": 2, ""obl"": 2, ""nmod"": 2, ""cc"": 2}"
62,informal,55,5,"{""ADJ"": 4, ""ADP"": 4, ""ADV"": 3, ""AUX"": 2, ""DET"": 2, ""NOUN"": 15, ""PART"": 2, ""PRON"": 5, ""PROPN"": 3, ""PUNCT"": 6, ""SCONJ"": 3, ""SPACE"": 1, ""VERB"": 5}",34,"{""punct"": 6, ""ROOT"": 5, ""case"": 5, ""nsubj"": 4, ""obj"": 4, ""mark"": 4, ""advmod"": 3, ""acl:relcl"": 3, ""nmod:poss"": 3, ""obl"": 3, ""det"": 2, ""amod"": 2}"
63,informal,16,3,"{""ADJ"": 1, ""ADP"": 1, ""ADV"": 1, ""CCONJ"": 1, ""NOUN"": 5, ""PRON"": 1, ""PUNCT"": 3, ""SPACE"": 1, ""VERB"": 2}",11,"{""ROOT"": 3, ""punct"": 3, ""conj"": 2, ""amod"": 1, ""cc"": 1, ""case"": 1, ""dep"": 1, ""advmod"": 1, ""aux"": 1, ""nsubj"": 1, ""obj"": 1}"
64,informal,28,5,"{""ADJ"": 2, ""ADP"": 3, ""CCONJ"": 1, ""DET"": 2, ""NOUN"": 9, ""NUM"": 1, ""PART"": 1, ""PRON"": 1, ""PUNCT"": 6, ""SPACE"": 1, ""VERB"": 1}",17,"{""punct"": 6, ""ROOT"": 5, ""amod"": 3, ""case"": 3, ""conj"": 2, ""det"": 2, ""obl"": 2, ""cc"": 1, ""dep"": 1, ""nummod"": 1, ""nsubj"": 1, ""advmod"": 1}"
65,informal,37,5,"{""ADJ"": 5, ""ADP"": 5, ""ADV"": 1, ""AUX"": 2, ""CCONJ"": 2, ""DET"": 1, ""NOUN"": 8, ""PRON"": 3, ""PROPN"": 1, ""PUNCT"": 5, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 2}",27,"{""ROOT"": 5, ""punct"": 5, ""case"": 4, ""amod"": 3, ""conj"": 3, ""nsubj"": 3, ""obl"": 3, ""cc"": 2, ""mark"": 2, ""aux"": 2, ""dep"": 1, ""advmod"": 1}"
66,informal,54,4,"{""ADJ"": 3, ""ADP"": 5, ""ADV"": 3, ""AUX"": 1, ""CCONJ"": 3, ""DET"": 1, ""NOUN"": 8, ""NUM"": 1, ""PART"": 3, ""PRON"": 7, ""PROPN"": 3, ""PUNCT"": 6, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 8}",42,"{""punct"": 6, ""advmod"": 5, ""obj"": 5, ""ROOT"": 4, ""conj"": 4, ""amod"": 3, ""cc"": 3, ""nsubj"": 3, ""case"": 2, ""parataxis"": 2, ""mark"": 2, ""compound:prt"": 2}"
67,informal,68,3,"{""ADJ"": 7, ""ADP"": 6, ""ADV"": 9, ""AUX"": 3, ""CCONJ"": 1, ""DET"": 1, ""NOUN"": 8, ""NUM"": 1, ""PART"": 1, ""PRON"": 10, ""PUNCT"": 8, ""SCONJ"": 3, ""SPACE"": 1, ""VERB"": 9}",43,"{""nsubj"": 9, ""advmod"": 9, ""punct"": 8, ""case"": 7, ""mark"": 4, ""ROOT"": 3, ""obl"": 3, ""nmod:poss"": 2, ""acl:relcl"": 2, ""cop"": 2, ""ccomp"": 2, ""amod"": 2}"
68,informal,96,8,"{""ADJ"": 7, ""ADP"": 6, ""ADV"": 8, ""AUX"": 5, ""CCONJ"": 2, ""DET"": 4, ""NOUN"": 14, ""NUM"": 1, ""PRON"": 12, ""PROPN"": 10, ""PUNCT"": 17, ""SCONJ"": 2, ""SPACE"": 1, ""VERB"": 7}",54,"{""punct"": 17, ""conj"": 9, ""advmod"": 8, ""nsubj"": 8, ""ROOT"": 8, ""case"": 6, ""det"": 5, ""obl"": 5, ""amod"": 4, ""cop"": 3, ""advcl"": 3, ""aux"": 2}"
69,informal,90,6,"{""ADJ"": 5, ""ADP"": 5, ""ADV"": 13, ""AUX"": 4, ""CCONJ"": 1, ""DET"": 3, ""NOUN"": 8, ""PRON"": 12, ""PROPN"": 11, ""PUNCT"": 22, ""SPACE"": 1, ""VERB"": 5}",46,"{""punct"": 22, ""conj"": 11, ""advmod"": 10, ""nsubj"": 6, ""ROOT"": 6, ""det"": 4, ""case"": 4, ""obl"": 4, ""amod"": 3, ""obj"": 3, ""aux"": 2, ""nmod:poss"": 2}"
70,informal,60,4,"{""ADJ"": 5, ""ADP"": 2, ""ADV"": 4, ""AUX"": 3, ""CCONJ"": 1, ""DET"": 3, ""NOUN"": 6, ""PRON"": 8, ""PROPN"": 10, ""PUNCT"": 14, ""SPACE"": 1, ""VERB"": 3}",35,"{""punct"": 14, ""conj"": 9, ""advmod"": 4, ""nsubj"": 4, ""ROOT"": 4, ""det"": 4, ""amod"": 3, ""obj"": 2, ""case"": 2, ""nmod:poss"": 2, ""cop"": 2, ""obl"": 2}"
71,informal,143,10,"{""ADJ"": 9, ""ADP"": 8, ""ADV"": 11, ""AUX"": 10, ""CCONJ"": 2, ""DET"": 5, ""NOUN"": 13, ""PART"": 2, ""PRON"": 18, ""PROPN"": 20, ""PUNCT"": 28, ""SCONJ"": 4, ""SPACE"": 1, ""VERB"": 12}",73,"{""punct"": 29, ""conj"": 17, ""advmod"": 14, ""nsubj"": 14, ""ROOT"": 10, ""det"": 7, ""case"": 6, ""amod"": 5, ""cop"": 5, ""obl"": 5, ""aux"": 4, ""acl:relcl"": 4}"
72,informal,75,4,"{""ADJ"": 5, ""ADP"": 3, ""ADV"": 7, ""AUX"": 4, ""CCONJ"": 3, ""DET"": 3, ""NOUN"": 7, ""NUM"": 1, ""PRON"": 10, ""PROPN"": 12, ""PUNCT"": 15, ""SPACE"": 1, ""VERB"": 4}",44,"{""punct"": 15, ""conj"": 11, ""advmod"": 6, ""nsubj"": 6, ""ROOT"": 4, ""det"": 4, ""obl"": 4, ""amod"": 3, ""case"": 3, ""cop"": 3, ""cc"": 3, ""obj"": 2}"
73,informal,148,10,"{""ADJ"": 9, ""ADP"": 10, ""ADV"": 15, ""AUX"": 3, ""CCONJ"": 4, ""DET"": 7, ""NOUN"": 32, ""PART"": 3, ""PRON"": 11, ""PROPN"": 2, ""PUNCT"": 14, ""SCONJ"": 7, ""SPACE"": 1, ""SYM"": 8, ""VERB"": 22}",84,"{""nsubj"": 15, ""punct"": 15, ""conj"": 14, ""advmod"": 12, ""mark"": 12, ""ROOT"": 10, ""cc"": 10, ""amod"": 7, ""det"": 7, ""advcl"": 6, ""obj"": 5, ""case"": 4}"
74,informal,134,9,"{""ADJ"": 8, ""ADP"": 12, ""ADV"": 13, ""AUX"": 3, ""CCONJ"": 3, ""DET"": 6, ""NOUN"": 26, ""PART"": 3, ""PRON"": 13, ""PROPN"": 2, ""PUNCT"": 11, ""SCONJ"": 6, ""SPACE"": 1, ""SYM"": 8, ""VERB"": 19}",72,"{""nsubj"": 15, ""punct"": 11, ""conj"": 11, ""mark"": 10, ""ROOT"": 9, ""advmod"": 9, ""cc"": 9, ""amod"": 9, ""case"": 8, ""det"": 6, ""obj"": 4, ""obl"": 4}"
75,informal,1200,37,"{""ADJ"": 84, ""ADP"": 93, ""ADV"": 156, ""AUX"": 61, ""CCONJ"": 67, ""DET"": 47, ""NOUN"": 190, ""NUM"": 5, ""PART"": 42, ""PRON"": 136, ""PROPN"": 12, ""PUNCT"": 95, ""SCONJ"": 36, ""SPACE"": 1, ""SYM"": 9, ""VERB"": 166}",348,"{""advmod"": 136, ""nsubj"": 130, ""punct"": 95, ""conj"": 82, ""case"": 71, ""cc"": 71, ""obj"": 69, ""mark"": 67, ""amod"": 54, ""obl"": 51, ""det"": 49, ""ROOT"": 37}"
76,informal,107,7,"{""ADJ"": 4, ""ADP"": 8, ""ADV"": 12, ""AUX"": 5, ""CCONJ"": 2, ""DET"": 3, ""NOUN"": 19, ""PART"": 2, ""PRON"": 12, ""PROPN"": 2, ""PUNCT"": 9, ""SCONJ"": 4, ""SPACE"": 1, ""SYM"": 8, ""VERB"": 16}",56,"{""nsubj"": 14, ""conj"": 10, ""advmod"": 9, ""punct"": 9, ""cc"": 8, ""ROOT"": 7, ""mark"": 7, ""obj"": 4, ""case"": 4, ""amod"": 4, ""cop"": 3, ""advcl"": 3}"
77,informal,180,13,"{""ADJ"": 12, ""ADP"": 11, ""ADV"": 21, ""AUX"": 7, ""CCONJ"": 8, ""DET"": 7, ""INTJ"": 1, ""NOUN"": 30, ""NUM"": 1, ""PART"": 5, ""PRON"": 18, ""PROPN"": 10, ""PUNCT"": 19, ""SCONJ"": 4, ""SPACE"": 1, ""SYM"": 2, ""VERB"": 23}",110,"{""advmod"": 21, ""nsubj"": 20, ""punct"": 19, ""ROOT"": 13, ""obl"": 11, ""conj"": 11, ""obj"": 10, ""case"": 10, ""cc"": 10, ""amod"": 8, ""det"": 7, ""mark"": 7}"
78,informal,77,7,"{""ADJ"": 11, ""ADP"": 4, ""ADV"": 6, ""AUX"": 1, ""CCONJ"": 4, ""DET"": 5, ""NOUN"": 9, ""PRON"": 9, ""PROPN"": 3, ""PUNCT"": 12, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 11}",57,"{""punct"": 12, ""nsubj"": 11, ""ROOT"": 7, ""obj"": 7, ""advmod"": 6, ""amod"": 5, ""det"": 4, ""cc"": 4, ""conj"": 4, ""case"": 3, ""obl"": 3, ""xcomp"": 2}"
79,informal,57,6,"{""ADJ"": 7, ""ADP"": 4, ""ADV"": 4, ""AUX"": 1, ""CCONJ"": 1, ""DET"": 4, ""NOUN"": 7, ""PART"": 1, ""PRON"": 6, ""PROPN"": 7, ""PUNCT"": 7, ""SPACE"": 1, ""VERB"": 7}",44,"{""nsubj"": 9, ""punct"": 7, ""ROOT"": 6, ""advmod"": 5, ""amod"": 4, ""obj"": 4, ""case"": 4, ""obl"": 4, ""det"": 3, ""xcomp"": 2, ""flat:name"": 2, ""nmod:poss"": 1}"
80,informal,39,5,"{""ADJ"": 4, ""ADP"": 3, ""ADV"": 4, ""DET"": 5, ""NOUN"": 6, ""PRON"": 3, ""PROPN"": 3, ""PUNCT"": 6, ""SPACE"": 1, ""VERB"": 4}",30,"{""punct"": 6, ""det"": 5, ""ROOT"": 5, ""nsubj"": 4, ""amod"": 3, ""obj"": 3, ""case"": 3, ""advmod"": 2, ""nmod:poss"": 1, ""obl"": 1, ""xcomp"": 1, ""dep"": 1}"
81,informal,47,7,"{""ADJ"": 6, ""ADP"": 3, ""ADV"": 5, ""CCONJ"": 2, ""DET"": 4, ""NOUN"": 6, ""PRON"": 3, ""PROPN"": 3, ""PUNCT"": 7, ""SPACE"": 1, ""VERB"": 7}",34,"{""ROOT"": 7, ""punct"": 7, ""nsubj"": 5, ""advmod"": 5, ""det"": 4, ""amod"": 3, ""obj"": 3, ""case"": 2, ""obl"": 2, ""cc"": 2, ""nmod:poss"": 1, ""xcomp"": 1}"
82,informal,114,6,"{""ADJ"": 13, ""ADP"": 9, ""ADV"": 12, ""AUX"": 7, ""CCONJ"": 4, ""DET"": 5, ""NOUN"": 25, ""PART"": 4, ""PRON"": 7, ""PUNCT"": 9, ""SCONJ"": 4, ""SPACE"": 1, ""VERB"": 14}",62,"{""nsubj"": 10, ""punct"": 10, ""mark"": 9, ""obj"": 9, ""advmod"": 8, ""case"": 7, ""amod"": 7, ""conj"": 7, ""obl"": 7, ""ROOT"": 6, ""advcl"": 6, ""det"": 5}"
83,informal,220,16,"{""ADJ"": 20, ""ADP"": 17, ""ADV"": 27, ""AUX"": 16, ""CCONJ"": 13, ""DET"": 9, ""NOUN"": 45, ""PART"": 6, ""PRON"": 17, ""PUNCT"": 19, ""SCONJ"": 8, ""SPACE"": 1, ""VERB"": 22}",114,"{""advmod"": 23, ""nsubj"": 20, ""punct"": 20, ""ROOT"": 16, ""case"": 14, ""amod"": 14, ""mark"": 14, ""conj"": 13, ""cc"": 13, ""obl"": 13, ""obj"": 11, ""det"": 9}"
84,informal,175,8,"{""ADJ"": 19, ""ADP"": 10, ""ADV"": 13, ""AUX"": 10, ""CCONJ"": 6, ""DET"": 7, ""INTJ"": 1, ""NOUN"": 43, ""PART"": 3, ""PRON"": 6, ""PROPN"": 6, ""PUNCT"": 16, ""SCONJ"": 4, ""SPACE"": 1, ""SYM"": 13, ""VERB"": 17}",76,"{""conj"": 21, ""cc"": 20, ""punct"": 18, ""amod"": 12, ""nsubj"": 11, ""obj"": 11, ""case"": 10, ""obl"": 9, ""mark"": 9, ""ROOT"": 8, ""advmod"": 8, ""det"": 7}"
85,informal,131,6,"{""ADJ"": 15, ""ADP"": 12, ""ADV"": 14, ""AUX"": 8, ""CCONJ"": 4, ""DET"": 5, ""NOUN"": 30, ""PART"": 3, ""PRON"": 7, ""PUNCT"": 13, ""SCONJ"": 4, ""SPACE"": 1, ""VERB"": 15}",71,"{""punct"": 14, ""nsubj"": 11, ""case"": 9, ""obl"": 9, ""mark"": 9, ""advmod"": 9, ""amod"": 8, ""obj"": 8, ""conj"": 7, ""ROOT"": 6, ""aux"": 6, ""advcl"": 6}"
86,informal,158,8,"{""ADJ"": 15, ""ADP"": 12, ""ADV"": 21, ""AUX"": 8, ""CCONJ"": 5, ""DET"": 6, ""NOUN"": 28, ""PART"": 5, ""PRON"": 17, ""PUNCT"": 11, ""SCONJ"": 5, ""SPACE"": 1, ""VERB"": 24}",83,"{""advmod"": 16, ""nsubj"": 14, ""punct"": 12, ""mark"": 12, ""obj"": 11, ""obl"": 10, ""case"": 9, ""advcl"": 9, ""ROOT"": 8, ""conj"": 8, ""amod"": 7, ""det"": 6}"
87,informal,254,11,"{""ADJ"": 24, ""ADP"": 24, ""ADV"": 33, ""AUX"": 15, ""CCONJ"": 8, ""DET"": 8, ""NOUN"": 47, ""PART"": 2, ""PRON"": 27, ""PROPN"": 2, ""PUNCT"": 19, ""SCONJ"": 13, ""SPACE"": 1, ""SYM"": 1, ""VERB"": 30}",136,"{""advmod"": 27, ""nsubj"": 22, ""case"": 19, ""punct"": 19, ""mark"": 18, ""obl"": 16, ""amod"": 16, ""ROOT"": 11, ""cop"": 10, ""obj"": 10, ""cc"": 9, ""conj"": 9}"
88,informal,149,7,"{""ADJ"": 13, ""ADP"": 19, ""ADV"": 14, ""AUX"": 7, ""CCONJ"": 5, ""DET"": 8, ""NOUN"": 28, ""PART"": 1, ""PRON"": 19, ""PUNCT"": 13, ""SCONJ"": 4, ""SPACE"": 1, ""SYM"": 1, ""VERB"": 16}",76,"{""advmod"": 13, ""case"": 13, ""punct"": 13, ""nsubj"": 10, ""obl"": 9, ""det"": 8, ""cop"": 7, ""ROOT"": 7, ""amod"": 7, ""obj"": 6, ""cc"": 6, ""mark"": 5}"
89,informal,202,11,"{""ADJ"": 17, ""ADP"": 21, ""ADV"": 25, ""AUX"": 13, ""CCONJ"": 8, ""DET"": 10, ""NOUN"": 33, ""PART"": 4, ""PRON"": 22, ""PUNCT"": 18, ""SCONJ"": 6, ""SPACE"": 1, ""SYM"": 1, ""VERB"": 23}",102,"{""advmod"": 25, ""punct"": 18, ""nsubj"": 16, ""case"": 16, ""obj"": 13, ""ROOT"": 11, ""cop"": 10, ""mark"": 10, ""det"": 10, ""amod"": 9, ""obl"": 8, ""compound:prt"": 7}"
90,informal,77,3,"{""ADJ"": 1, ""ADP"": 4, ""ADV"": 12, ""AUX"": 4, ""CCONJ"": 3, ""DET"": 3, ""INTJ"": 1, ""NOUN"": 11, ""PART"": 3, ""PRON"": 7, ""PROPN"": 6, ""PUNCT"": 9, ""SCONJ"": 2, ""SPACE"": 1, ""VERB"": 10}",47,"{""advmod"": 13, ""punct"": 11, ""nsubj"": 9, ""conj"": 9, ""case"": 4, ""obj"": 4, ""ROOT"": 3, ""obl"": 3, ""det"": 3, ""cc"": 3, ""dep"": 2, ""advcl"": 2}"
91,informal,43,3,"{""ADJ"": 1, ""ADP"": 4, ""ADV"": 6, ""AUX"": 2, ""CCONJ"": 1, ""DET"": 2, ""NOUN"": 6, ""PART"": 2, ""PRON"": 3, ""PROPN"": 3, ""PUNCT"": 6, ""SCONJ"": 1, ""SPACE"": 1, ""VERB"": 5}",31,"{""punct"": 6, ""advmod"": 6, ""ROOT"": 3, ""case"": 3, ""det"": 3, ""obl"": 2, ""nsubj"": 2, ""conj"": 2, ""mark"": 2, ""xcomp"": 2, ""nsubj:pass"": 1, ""aux"": 1}"
92,informal,23,2,"{""ADJ"": 1, ""ADP"": 2, ""CCONJ"": 1, ""DET"": 1, ""NOUN"": 2, ""PRON"": 5, ""PROPN"": 3, ""PUNCT"": 5, ""SPACE"": 1, ""VERB"": 2}",15,"{""punct"": 4, ""nsubj"": 3, ""obl"": 3, ""ROOT"": 2, ""case"": 2, ""nmod"": 2, ""obj"": 1, ""dep"": 1, ""appos"": 1, ""parataxis"": 1, ""cc"": 1, ""det"": 1}"
93,informal,26,4,"{""ADP"": 5, ""DET"": 3, ""NOUN"": 8, ""PRON"": 2, ""PROPN"": 1, ""PUNCT"": 5, ""SPACE"": 1, ""VERB"": 1}",15,"{""case"": 5, ""punct"": 5, ""ROOT"": 4, ""nmod"": 4, ""det"": 3, ""obl"": 2, ""obj"": 1, ""nsubj"": 1, ""dep"": 1}"
